id,content
303,"คำถาม: นิสิตยื่นคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม คำตอบ: ภาคการศึกษาต้น 16 พ.ค. - 16 มิ.ย. 68 / ภาคการศึกษาปลาย 3 ต.ค. - 3 พ.ย. 68 / ภาคฤดูร้อน 20 ก.พ. - 23 มี.ค. 69"
304,"คำถาม: คณะรับคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม คำตอบ: ภาคการศึกษาต้น 16 พ.ค. - 17 มิ.ย. 68 / ภาคการศึกษาปลาย 3 ต.ค. - 4 พ.ย. 68 / ภาคฤดูร้อน 20 ก.พ. - 24 มี.ค. 69"
305,"คำถาม: นิสิตยื่นคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ถึง คณะต้นสังกัดของนิสิต คำตอบ: ภาคการศึกษาต้น 28 เม.ย. - 8 พ.ค. 68 / ภาคการศึกษาปลาย 15 - 26 ก.ย. 68 / ภาคฤดูร้อน 2 - 13 ก.พ. 69"
306,"คำถาม: คณะต้นสังกัดส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง คณะที่รับย้าย คำตอบ: ภาคการศึกษาต้น 13 - 16 พ.ค. 68 / ภาคการศึกษาปลาย 29 ก.ย. - 3 ต.ค. 68 / ภาคฤดูร้อน 16 - 20 ก.พ. 69"
307,"คำถาม: คณะที่รับย้ายส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 19 - 23 พ.ค. 68 / ภาคการศึกษาปลาย 6 - 10 ต.ค. 68 / ภาคฤดูร้อน 23 - 27 ก.พ. 69"
308,"คำถาม: คณะตรวจสอบรายวิชาตามแผนการศึกษา คำตอบ: ภาคการศึกษาต้น 26 - 30 พ.ค. 68 / ภาคการศึกษาปลาย 14 - 17 ต.ค. 68 / ภาคฤดูร้อน 2 - 6 มี.ค. 69"
309,"คำถาม: วันประกาศตารางเรียนตารางสอน คำตอบ: ภาคการศึกษาต้น 2 มิ.ย. 68 / ภาคการศึกษาปลาย 20 ต.ค. 68 / ภาคฤดูร้อน 9 มี.ค. 69"
310,"คำถาม: วันพบอาจารย์ที่ปรึกษา คำตอบ: ภาคการศึกษาต้น 2 มิ.ย. 68 / ภาคการศึกษาปลาย 20 ต.ค. 68 / ภาคฤดูร้อน 9 มี.ค. 69"
311,"คำถาม: นิสิตยื่นความประสงค์ลงทะเบียนรายวิชาตามแผนการศึกษาผ่านระบบ (UP20.1) คำตอบ: ภาคการศึกษาต้น 2 - 25 มิ.ย. 68 / ภาคการศึกษาปลาย 20 ต.ค. - 12 พ.ย. 68 / ภาคฤดูร้อน 9 - 25 มี.ค. 69"
312,"คำถาม: นิสิตเตรียมลงทะเบียนเรียน คำตอบ: ภาคการศึกษาต้น 2 - 6 มิ.ย. 68 / ภาคการศึกษาปลาย 20 - 24 ต.ค. 68 / ภาคฤดูร้อน 9 - 13 มี.ค. 69"
313,"คำถาม: วันลงทะเบียนเรียน ลงทะเบียนรักษาสภาพการเป็นนิสิต คำตอบ: ภาคการศึกษาต้น 9 - 13 มิ.ย. 68 / ภาคการศึกษาปลาย 27 - 31 ต.ค. 68 / ภาคฤดูร้อน 16 - 20 มี.ค. 69"
314,"คำถาม: ชำระเงินค่าลงทะเบียน (เริ่มชำระได้ตั้งแต่ยืนยันการลงทะเบียน) คำตอบ: ภาคการศึกษาต้น 9 - 13 มิ.ย. 68 / ภาคการศึกษาปลาย 27 - 31 ต.ค. 68 / ภาคฤดูร้อน 16 - 20 มี.ค. 69"
315,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) คำตอบ: ภาคการศึกษาต้น 9 - 13 มิ.ย. 68 / ภาคการศึกษาปลาย 27 - 31 ต.ค. 68 / ภาคฤดูร้อน 16 - 20 มี.ค. 69"
316,"คำถาม: คณะส่งคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 9 - 16 มิ.ย. 68 / ภาคการศึกษาปลาย 27 ต.ค. - 3 พ.ย. 68 / ภาคฤดูร้อน 16 - 23 มี.ค. 69"
317,"คำถาม: คณะส่งแบบฟอร์มการขอเปลี่ยนแปลงตารางเรียนตารางสอน ถึง กองบริการการศึกษา (UP20) คำตอบ: ภาคการศึกษาต้น 11 - 26 มิ.ย. 68 / ภาคการศึกษาปลาย 29 ต.ค. - 13 พ.ย. 68 / ภาคฤดูร้อน 9 - 26 มี.ค. 69"
318,"คำถาม: คณะส่งแบบฟอร์มการขอเปิดรายวิชา ถึง กองบริการการศึกษา (UP21) คำตอบ: ภาคการศึกษาต้น 11 - 26 มิ.ย. 68 / ภาคการศึกษาปลาย 29 ต.ค. - 13 พ.ย. 68 / ภาคฤดูร้อน 9 - 26 มี.ค. 69"
319,"คำถาม: วันเปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 16 มิ.ย. 68 / ภาคการศึกษาปลาย 3 พ.ย. 68 / ภาคฤดูร้อน 23 มี.ค. 69"
320,"คำถาม: ลงทะเบียนเรียนล่าช้าและลงทะเบียนรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาไม่ได้รับอักษร W คำตอบ: ภาคการศึกษาต้น 16 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 3 - 14 พ.ย. 68 / ภาคฤดูร้อน 23 - 27 มี.ค. 69"
321,"คำถาม: ชำระเงินค่าลงทะเบียนเรียนทุกชั้นปี (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 14 พ.ย. 68 / ภาคฤดูร้อน 24 - 27 มี.ค. 69"
322,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 14 พ.ย. 68 / ภาคฤดูร้อน 24 - 27 มี.ค. 69"
323,"คำถาม: คณะรับคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 30 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 17 พ.ย. 68 / ภาคฤดูร้อน 24 - 30 มี.ค. 69"
324,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษา (UP 24) และชำระเงินค่าขึ้นทะเบียนปริญญาบัตร คำตอบ: ภาคการศึกษาต้น 16 มิ.ย. - 15 ก.ค. 68 / ภาคการศึกษาปลาย 3 พ.ย. - 2 ธ.ค. 68 / ภาคฤดูร้อน 23 มี.ค. - 21 เม.ย. 69"
325,"คำถาม: วันสุดท้ายคณะรับคำร้องขอสำเร็จการศึกษา (UP 24) คำตอบ: ภาคการศึกษาต้น 17 ก.ค. 68 / ภาคการศึกษาปลาย 4 ธ.ค. 68 / ภาคฤดูร้อน 23 เม.ย. 69"
326,"คำถาม: วันสุดท้ายคณะรวบรวมรายชื่อขอสำเร็จการศึกษา (UP 24) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 21 ก.ค. 68 / ภาคการศึกษาปลาย 9 ธ.ค. 68 / ภาคฤดูร้อน 27 เม.ย. 69"
327,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษาล่าช้า (UP 25) คำตอบ: ภาคการศึกษาต้น 18 ก.ค. - 1 ต.ค. 68 / ภาคการศึกษาปลาย 5 ธ.ค. 67 - 18 ก.พ. 69 / ภาคฤดูร้อน 24 เม.ย. - 20 พ.ค. 69"
328,"คำถาม: คณะรับคำร้องขอสำเร็จการศึกษาล่าช้า (UP 25) คำตอบ: ภาคการศึกษาต้น 18 ก.ค. - 2 ต.ค. 68 / ภาคการศึกษาปลาย 5 ธ.ค. 67 - 19 ก.พ. 69 / ภาคฤดูร้อน 24 เม.ย. - 21 พ.ค. 69"
329,"คำถาม: วันสุดท้ายนิสิตยื่นคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP 08) คำตอบ: ภาคการศึกษาต้น 19 ก.ย. 68 / ภาคการศึกษาปลาย 6 ก.พ. 69 / ภาคฤดูร้อน 8 พ.ค. 69"
330,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP 08) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 22 ก.ย. 68 / ภาคการศึกษาปลาย 9 ก.พ. 69 / ภาคฤดูร้อน 11 พ.ค. 69"
331,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) วันสมัครสอบและชำระเงินค่าสมัครสอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 30 มิ.ย. - 4 ก.ค. 68 / ภาคการศึกษาปลาย 17 - 21 พ.ย. 68 / ภาคฤดูร้อน 30 - 31 มี.ค. 69 และ 1 - 3 เม.ย. 69"
332,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) วันสมัครสอบและชำระเงินค่าสอบวัดคุณสมบัติล่าช้า คำตอบ: ภาคการศึกษาต้น 7 - 14 ก.ค. 68 / ภาคการศึกษาปลาย 24 - 28 พ.ย. 68 / ภาคฤดูร้อน 7 - 10 เม.ย. 69"
333,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) ประกาศรายชื่อผู้มีสิทธิ์สอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 18 ก.ค. 68 / ภาคการศึกษาปลาย 8 ธ.ค. 68 / ภาคฤดูร้อน 20 เม.ย. 69"
334,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) วันสอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 25 - 27 ก.ค. 68 / ภาคการศึกษาปลาย 12 - 14 ธ.ค. 68 / ภาคฤดูร้อน 24 - 26 เม.ย. 69"
335,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) คณะ/วิทยาลัย รายงานผลการสอบวัดคุณสมบัติให้มหาวิทยาลัยทราบ คำตอบ: ภาคการศึกษาต้น 8 ส.ค. 68 / ภาคการศึกษาปลาย 26 ธ.ค. 68 / ภาคฤดูร้อน 8 พ.ค. 69"
336,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 1) ประกาศผลการสอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 22 ส.ค. 68 / ภาคการศึกษาปลาย 9 ม.ค. 69 / ภาคฤดูร้อน 29 พ.ค. 69"
337,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) วันสมัครสอบและชำระเงินค่าสมัครสอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 25 - 29 ส.ค. 68 / ภาคการศึกษาปลาย 12 - 16 ม.ค. 69 / ภาคฤดูร้อน -"
338,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) วันสมัครสอบและชำระเงินค่าสอบวัดคุณสมบัติล่าช้า คำตอบ: ภาคการศึกษาต้น 1 - 5 ก.ย. 68 / ภาคการศึกษาปลาย 19 - 23 ม.ค. 69 / ภาคฤดูร้อน -"
339,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) ประกาศรายชื่อผู้มีสิทธิ์สอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 12 ก.ย. 68 / ภาคการศึกษาปลาย 30 ม.ค. 69 / ภาคฤดูร้อน -"
340,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) วันสอบวัดคุณสมบัติ คำตอบ: ภาคการศึกษาต้น 19 - 21 ก.ย. 68 / ภาคการศึกษาปลาย 6 - 8 ก.พ. 69 / ภาคฤดูร้อน -"
341,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) คณะ/วิทยาลัย รายงานผลการสอบวัดคุณสมบัติให้มหาวิทยาลัยทราบ คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน -"
342,"คำถาม: สอบวัดคุณสมบัติ (ครั้งที่ 2) ประกาศผลการสอบวัดคุณสมบัติ (วันสุดท้ายของการสอบปลายภาค) คำตอบ: ภาคการศึกษาต้น 17 ต.ค. 68 / ภาคการศึกษาปลาย 6 มี.ค. 69 / ภาคฤดูร้อน -"
343,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอคืนสภาพการเป็นนิสิตเพื่อลงทะเบียนเรียน (UP 4) (นิสิต) คำตอบ: ภาคการศึกษาต้น 1 ส.ค. 68 / ภาคการศึกษาปลาย 19 ธ.ค. 68 / ภาคฤดูร้อน 24 เม.ย. 69"
344,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอเพิ่มรายวิชาหลังกำหนด (UP 5) (นิสิต) คำตอบ: ภาคการศึกษาต้น 1 ส.ค. 68 / ภาคการศึกษาปลาย 19 ธ.ค. 68 / ภาคฤดูร้อน 24 เม.ย. 69"
345,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอคืนสภาพการเป็นนิสิตเพื่อลงทะเบียนเรียน (UP 4) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 4 ส.ค. 68 / ภาคการศึกษาปลาย 22 ธ.ค. 68 / ภาคฤดูร้อน 27 เม.ย. 69"
346,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอเพิ่มรายวิชาหลังกำหนด (UP 5) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 4 ส.ค. 68 / ภาคการศึกษาปลาย 22 ธ.ค. 68 / ภาคฤดูร้อน 27 เม.ย. 69"
347,"คำถาม: วันสุดท้ายของการชำระค่าลงทะเบียนเรียน กรณีมีนิสิตที่ได้รับอนุมัติให้ผ่อนผัน (UP 18) คำตอบ: ภาคการศึกษาต้น 1 ส.ค. 68 / ภาคการศึกษาปลาย 19 ธ.ค. 68 / ภาคฤดูร้อน 24 เม.ย. 69"
348,"คำถาม: วันสมัครขอรับทุนอุดหนุนการทำวิทยานิพนธ์ (สมัครที่คณะ/วิทยาลัย) คำตอบ: ภาคการศึกษาต้น 4 - 8 ส.ค. 68 / ภาคการศึกษาปลาย 22 - 26 ธ.ค. 68 / ภาคฤดูร้อน 27 เม.ย. - 1 พ.ค. 69"
349,"คำถาม: คณะ/วิทยาลัยพิจารณาคุณสมบัติผู้สมัครขอรับทุนอุดหนุนการทำวิทยานิพนธ์ คำตอบ: ภาคการศึกษาต้น 11 - 22 ส.ค. 68 / ภาคการศึกษาปลาย 29 ธ.ค. 68 - 9 ม.ค. 69 / ภาคฤดูร้อน 5 - 11 พ.ค. 69"
350,"คำถาม: วันประเมินการสอนผ่านระบบทะเบียนออนไลน์ คำตอบ: ภาคการศึกษาต้น 22 ก.ย. - 3 ต.ค. 68 / ภาคการศึกษาปลาย 9 - 20 ก.พ. 69 / ภาคฤดูร้อน 11 - 22 พ.ค. 69"
351,"คำถาม: วันสุดท้ายของการส่งวิทยานิพนธ์เพื่อตรวจรูปแบบ คำตอบ: ภาคการศึกษาต้น 26 ก.ย. 68 / ภาคการศึกษาปลาย 13 ก.พ. 69 / ภาคฤดูร้อน 8 พ.ค. 69"
352,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาพักการศึกษา (UP 13) คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน 22 พ.ค. 69"
353,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาออกโดยไม่ได้รับผลการเรียน (UP 14) คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน 22 พ.ค. 69"
354,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง คณะเจ้าของรายวิชา คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน 15 พ.ค. 69"
355,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 7 ต.ค. 68 / ภาคการศึกษาปลาย 24 ก.พ. 69 / ภาคฤดูร้อน 19 พ.ค. 69"
356,"คำถาม: สอบปลายภาค (งดการเรียนการสอนทุกชั้นปี) คำตอบ: ภาคการศึกษาต้น 6-10 และ 14-17 ต.ค. 68 / ภาคการศึกษาปลาย 23-27 ก.พ. 69 และ 4-6 มี.ค. 69 / ภาคฤดูร้อน 25-29 พ.ค. 69"
357,"คำถาม: วันสุดท้ายของการประกาศผลผู้ได้รับทุนอุดหนุนการทำวิทยานิพนธ์ คำตอบ: ภาคการศึกษาต้น 17 ต.ค. 68 / ภาคการศึกษาปลาย 6 มี.ค. 69 / ภาคฤดูร้อน 29 พ.ค. 69"
358,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอแก้ไขชื่อ - สกุล (UP 11) ของนิสิตที่คาดว่าจะสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 17 ต.ค. 68 / ภาคการศึกษาปลาย 6 มี.ค. 69 / ภาคฤดูร้อน 29 พ.ค. 69"
359,"คำถาม: วันสุดท้ายของการส่งวิทยานิพนธ์ฉบับสมบูรณ์เพื่อขอสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
360,"คำถาม: วันสุดท้ายของการส่งแบบฟอร์มขออนุมัติสำเร็จการศึกษา บศ.16 บศ.17 คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
361,"คำถาม: วันปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
362,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชา ถึง คณะเจ้าของรายวิชา คำตอบ: ภาคการศึกษาต้น 31 ต.ค. 68 / ภาคการศึกษาปลาย 20 มี.ค. 69 / ภาคฤดูร้อน 8 มิ.ย. 69"
363,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชา ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 4 พ.ย. 68 / ภาคการศึกษาปลาย 24 มี.ค. 69 / ภาคฤดูร้อน 12 มิ.ย. 69"
364,"คำถาม: วันสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
365,"คำถาม: เมนูหลักผู้กู้รายเก่า / ผู้กู้รายเก่า (กู้ต่อเนื่อง) มีหัวข้ออะไรบ้าง คำตอบ: ระบบบริการข้อมูลสำหรับ ผู้กู้รายเก่า (กู้ต่อเนื่อง) เพื่อความรวดเร็วในการตรวจสอบ กรุณาเลือกหัวข้อที่ต้องการทราบได้เลยครับ: -เอกสารที่ต้องใช้ (และข้อควรระวัง) -ขั้นตอนการยื่นกู้ (สำหรับรายเก่า) -วิธีเช็คสถานะ (การอนุมัติ) -การแก้ไขข้อมูล (หากข้อมูลผิด)"
366,"คำถาม: เอกสารที่ต้องใช้สำหรับผู้กู้รายเก่า / รายเก่าใช้เอกสารอะไรบ้าง คำตอบ: 1. รายการเอกสาร (สำหรับผู้กู้รายเก่า) ผู้กู้รายเก่าใช้เอกสารน้อยกว่ารายใหม่ครับ โดยหลักๆ คือ: 1.แบบคำขอกู้ยืมเงิน (พิมพ์จากระบบ) 2.แบบยืนยันการเบิกเงินกู้ยืม (2 ฉบับ) 3.สำเนาบัตรประชาชนนิสิต (ที่ยังไม่หมดอายุ) 4.เอกสารแสดงผลการเรียน (เกรดเฉลี่ยสะสม) 5.จิตอาสา (36ชม. ตามเกณฑ์ที่มหาวิทยาลัยกำหนด) ข้อควรระวัง: ต้องลงนามด้วย ปากกาลูกลื่นหมึกสีน้ำเงิน เท่านั้น ห้ามใช้หมึกซึม/หมึกเจล/หมึกดำ และห้ามใช้น้ำยาลบคำผิด (ลิควิด) โดยเด็ดขาดครับ"
367,"คำถาม: ขั้นตอนการกู้ยืมของผู้กู้รายเก่า / รายเก่ากู้ยังไง คำตอบ: 2. ขั้นตอนการกู้ยืม (รายเก่าเลื่อนชั้นปี) ขั้นตอนจะง่ายกว่ารายใหม่ครับ: 1.เข้าไปที่แอป กยศ. Connect หรือเว็บ DSL 2.เลือกเมนู ยื่นคำขอกู้ยืมเงิน (เลือกภาคเรียนปัจจุบัน) 3.ตรวจสอบข้อมูลส่วนตัวและกดส่งคำขอ 4.รอสถานศึกษาตรวจสอบคุณสมบัติ (เกรด/จิตอาสา) 5.เมื่อผ่านแล้ว ให้พิมพ์ แบบยืนยันการเบิกเงิน มาส่งที่มหาวิทยาลัยครับ"
368,"คำถาม: วิธีเช็คสถานะการอนุมัติของผู้กู้รายเก่า / รายเก่าเช็คสถานะยังไง คำตอบ: ท่านสามารถตรวจสอบสถานะได้ 2 ช่องทางครับ: 1.แอปพลิเคชัน กยศ. Connect: ดูที่หน้าแรก สถานะจะเปลี่ยนไปตามขั้นตอน (เช่น รอสถานศึกษาตรวจสอบ -> อนุมัติแล้ว) 2.เพจ กยศ. มหาวิทยาลัยพะเยา: สำหรับติดตามประกาศรายชื่อผู้มีสิทธิ์กู้ยืมในแต่ละรอบ โดยปกติรายเก่าจะใช้เวลาอนุมัติเร็วกว่ารายใหม่ หากเอกสารครบถ้วนครับ"
369,"คำถาม: การแก้ไขข้อมูลของผู้กู้รายเก่า / รายเก่าเปลี่ยนเบอร์ เปลี่ยนชื่อ โอนเงินผิดทำยังไง คำตอบ: 4. การแก้ไขข้อมูลส่วนตัว กรณีเปลี่ยนเบอร์โทร/ที่อยู่: สามารถแก้ไขได้ด้วยตนเองในแอป กยศ. Connect (เมนูข้อมูลส่วนตัว) กรณีเปลี่ยนชื่อ-สกุล: ต้องนำเอกสารการเปลี่ยนชื่อ ไปติดต่อแจ้งที่ งานกองทุนกู้ยืม (ห้อง กยศ.) ของมหาวิทยาลัย เพื่อให้เจ้าหน้าที่อัปเดตข้อมูลในระบบให้ครับ กรณีข้อมูลการโอนเงินผิด: ให้รีบติดต่อธนาคารกรุงไทยโดยด่วนครับ"
370,"คำถาม: กองทุนเงินให้กู้ยืมเพื่อการศึกษา คืออะไร / กยศ. คืออะไร คำตอบ: กยศ. (กองทุนเงินให้กู้ยืมเพื่อการศึกษา) คือ กองทุนของรัฐบาลที่ให้นิสิตกู้ยืมเงินเพื่อเป็นโอกาสทางการศึกษาครับ โดยช่วยซัพพอร์ต 2 ส่วนหลักๆ คือ ค่าเล่าเรียน จ่ายตรงเข้ามหาวิทยาลัย ค่าครองชีพ โอนเข้านิสิตรายเดือน (3000 บาทต่อเดือน) ข้อดี ดอกเบี้ยต่ำมาก (1% ต่อปี) และเริ่มผ่อนคืนหลังจากเรียนจบแล้วครับ หากน้องสนใจกู้ยืม ให้พิมพ์เลือกเมนู รายใหม่ หรือ รายเก่า เพื่อดูขั้นตอนได้เลยครับ"
371,"คำถาม: ผู้กู้รายใหม่ คือใคร / เริ่มต้นกู้ กยศ. ต้องทำอย่างไร คำตอบ: ผู้กู้รายใหม่ คือ นิสิตที่ไม่เคยได้รับอนุมัติให้กู้ยืมเงินกองทุนมาก่อน หรือเป็นนิสิตปี 1 ที่เพิ่งเริ่มกู้ครั้งแรกในปีนี้ครับ สิ่งที่ต้องทำเป็นอันดับแรก ต้องเข้าไปลงทะเบียนขอสิทธิ์เข้าใช้งานในระบบ DSL หรือแอปพลิเคชัน กยศ. Connect ให้เรียบร้อยก่อน จึงจะสามารถเริ่มยื่นคำขอกู้ยืมได้ครับ"
372,"คำถาม: ขั้นตอนการลงทะเบียนแอป กยศ. Connect ทำอย่างไร / สมัครแอป กยศ. ยังไง คำตอบ: ขั้นตอนการลงทะเบียน กยศ. Connect ให้ดาวน์โหลดแอปพลิเคชัน กยศ. Connect เลือกเมนู ลงทะเบียนขอสิทธิ์เข้าใช้งาน กรอกข้อมูลบัตรประชาชน และยืนยันรหัส OTP ผ่านเบอร์โทรศัพท์ หมายเหตุ หากสแกนหน้าไม่ผ่าน หรือเบอร์โทรศัพท์ไม่ถูกต้อง ให้นำบัตรประชาชนไปติดต่อยืนยันตัวตนที่ธนาคารกรุงไทยครับ"
373,"คำถาม: เอกสารที่ต้องใช้สำหรับผู้กู้รายใหม่มีอะไรบ้าง / รายใหม่ใช้เอกสารอะไรบ้าง คำตอบ: รายการเอกสารที่ต้องใช้ ได้แก่ สัญญากู้ยืมเงิน 2 ฉบับ แบบเบิกเงินกู้ยืม 2 ฉบับ สำเนาบัตรประชาชนนิสิต สำเนาบัตรประชาชนบิดามารดาผู้ปกครอง เอกสารรับรองรายได้ กยศ. 102 หรือสลิปเงินเดือน เพิ่มเติมในแบบฟอร์ม กยศ. 102 ให้วาดแผนผังที่อยู่อาศัยแนบแทนรูปถ่ายบ้านได้เลยครับ ข้อควรระวัง ต้องลงนามด้วยปากกาลูกลื่นหมึกสีน้ำเงินเท่านั้น ห้ามใช้หมึกซึม หมึกเจล หมึกดำ ห้ามใช้น้ำยาลบคำผิดหรือขีดฆ่าเด็ดขาด หากเขียนผิดต้องเปลี่ยนกระดาษใบใหม่เท่านั้นครับ"
374,"คำถาม: การเปิดบัญชีธนาคาร กยศ. ต้องใช้ธนาคารอะไร / ใช้บัญชีเดิมได้ไหม คำตอบ: การเปิดบัญชีธนาคารต้องใช้บัญชีธนาคารกรุงไทยเท่านั้นครับ สามารถนำแอป กยศ. Connect ไปติดต่อสาขาเพื่อขอเปิดบัญชีได้เลย หากมีบัญชีกรุงไทยอยู่แล้ว สามารถใช้บัญชีเดิมได้ ไม่ต้องเปิดใหม่ แต่ชื่อบัญชีต้องเป็นชื่อของนิสิตเท่านั้นครับ"
